title,url,vendor,topic,sockets,contains
A+ Server AS-2124GQ-NART/NART+ User's Manual (MNL-2356),https://www.supermicro.com/manuals/superserver/2U/MNL-2356.pdf,SuperMicro,oem-manual,2P,AS-2124GQ-NART/NART+ on H12DSG-Q-CPU6; dual EPYC 7002/7003 SP3; 4x SXM4 A100; SlimSAS PCIe Gen4 GPU interconnect.
A+ Server AS-2125HS-TNR User's Manual (MNL-2581),https://www.supermicro.com/manuals/superserver/2U/MNL-2581.pdf,SuperMicro,oem-manual,2P,AS-2125HS-TNR 2U on H13DSH; dual EPYC 9004/9005 SP5; 24 DIMM; hybrid MCIO NVMe/SATA; CSE-HS219 chassis.
A+ Server AS-2126FT-HE-LCC/-ALC User's Manual (MNL-2781),https://www.supermicro.com/manuals/superserver/2U/MNL-2781.pdf,SuperMicro,oem-manual,2P,AS-2126FT-HE-LCC/-ALC based on H14DST-F/-FL; Dual AMD EPYC 9004/9005-series processors in SP5 sockets; 24 DIMM slots up to 6 TB ECC DDR5 RDIMM.
A+ Server AS-2126HS-TN User's Manual (MNL-2724),https://www.supermicro.com/manuals/superserver/2U/MNL-2724.pdf,SuperMicro,oem-manual,2P,AS-2126HS-TN on H14DSH; dual EPYC 9005/9004 SP5; 24 DIMM DDR5; CSE-HS201 chassis.
A+ Server AS-4023S-TRT User's Manual (MNL-2037),https://www.supermicro.com/manuals/superserver/4U/MNL-2037.pdf,SuperMicro,oem-manual,2P,AS-4023S-TRT based on H11DSi-NT and SC745BTS-R1K28BP2; Dual EPYC 7001/7002 (7002 needs board rev 2.x); up to 2 TB DDR4-2666 or 4 TB DDR4-3200 ECC in 16 slots.
A+ Server AS-4124GO-NART/NART+ User's Manual (MNL-2379),https://www.supermicro.com/manuals/superserver/4U/MNL-2379.pdf,SuperMicro,oem-manual,2P,AS-4124GO-NART/NART+ on H12DGO-6; dual EPYC 7002/7003 SP3; 4U GPU chassis CSE-438G.
A+ Server AS-4124GQ-TNMI User's Manual (MNL-2507),https://www.supermicro.com/manuals/superserver/4U/MNL-2507.pdf,SuperMicro,oem-manual,2P,AS-4124GQ-TNMI 4U Universal GPU on H12DGQ-NT6; dual AMD EPYC 7002/7003 SP3; 32 DIMM up to 8TB DDR4-3200 RDIMM/LRDIMM/3DS/NVDIMM.
A+ Server AS-4124GS-TNR/TNR+ User's Manual (MNL-2302),https://www.supermicro.com/manuals/superserver/4U/MNL-2302.pdf,SuperMicro,oem-manual,2P,AS-4124GS-TNR/TNR+ on H12DSG-O-CPU; dual EPYC 7002/7003 SP3; 32 DIMM up to 8TB DDR4-3200; ten PCIe 4.0 x16 FHFL GPU slots.
A+ Server AS-4125GS-TNRT/TNRT1/TNRT2 User's Manual (MNL-2614),https://www.supermicro.com/manuals/superserver/4U/MNL-2614.pdf,SuperMicro,oem-manual,1P/2P,AS-4125GS-TNRT/2 dual EPYC 9005/9004 SP5 on H13DSG-O-CPU (TNRT1 is 1P with CPU2 disabled); 24 DIMM 1DPC DDR5 4800/6000 MT/s; CSE-418G2TS.
A+ Server AS-4126GS-NBR/NMR-LCC User's Manual (MNL-2801),https://www.supermicro.com/manuals/superserver/4U/MNL-2801.pdf,SuperMicro,oem-manual,2P,AS-4126GS-NBR/NMR-LCC on H14DSG-OD; dual EPYC 9004/9005 SP5 TDP 500W; 24 DIMM up to 6TB DDR5 6400/4800 MT/s; liquid-cooled 4U CSE-GP403TS.
A+ Server AS-8125GS-TNHR User's Manual (MNL-2598),https://www.supermicro.com/manuals/superserver/8U/MNL-2598.pdf,SuperMicro,oem-manual,2P,AS-8125GS-TNHR based on H13DSG-O-CPU-D-P; Dual AMD EPYC 9004 Series Processors in Socket SP5; 24 DIMM slots 1DPC up to 6 TB registered ECC DDR5 4800 MT/s.
A+ Server AS-8125GS-TNMR2 User's Manual (MNL-2671),https://www.supermicro.com/manuals/superserver/8U/MNL-2671.pdf,SuperMicro,oem-manual,2P,AS-8125GS-TNMR2 on H13DSG-OM; dual EPYC 9005/9004 SP5; 24 DIMM up to 6TB DDR5 4800/6000; eight onboard MI300X; PCIe 5.0 x16 LP/FHFL slots.
A+ Server AS-8126GS-TNMR User's Manual (MNL-2832),https://www.supermicro.com/manuals/superserver/8U/MNL-2832.pdf,SuperMicro,oem-manual,2P,AS-8126GS-TNMR based on H14DSG-OD; Dual AMD EPYC 9004/9005-series processors in SP5 sockets; 24 DIMM slots up to 6 TB ECC DDR5 RDIMM at 4800/6400 MT/s.
AS-1024US-TNR datasheet,https://www.supermicro.com/en/products/system/datasheet/as-1024us-tnr,SuperMicro,oem-manual,2P,1U Ultra AS-1024US-TNR Dual Socket SP3 EPYC 7002/7003; Super H12DSU-iN; 32 DIMM up to 8 TB DDR4-3200; 4x 3.5-inch SATA default; CSE-819UTS-R1K02P-A.
AS-1124US-TNR datasheet,https://www.supermicro.com/en/products/system/datasheet/as-1124us-tnr,SuperMicro,oem-manual,2P,1U Ultra AS-1124US-TNR Dual Socket SP3 EPYC 7002/7003; Super H12DSU-iN; 32 DIMM up to 8 TB DDR4-3200; 12x 2.5-inch NVMe bays; CSE-119UTS-R1K22HP-T.
AS-1124US-TNRP datasheet,https://www.supermicro.com/en/products/system/datasheet/as-1124us-tnrp,SuperMicro,oem-manual,2P,1U Ultra AS-1124US-TNRP Dual Socket SP3 EPYC 7002/7003; Super H12DSU-iN; 32 DIMM up to 8 TB DDR4-3200; Intel X710-TM4 2x10GBase-T plus 2x10G SFP+.
AS-1125HS-TNR datasheet,https://www.supermicro.com/en/products/system/datasheet/as-1125hs-tnr,SuperMicro,oem-manual,2P,1U Hyper AS-1125HS-TNR Dual EPYC 9004/9005 (9005 needs board rev 2.x); Super H13DSH; 24 DIMM 1DPC up to 6 TB DDR5-4800/6000/6400 by CPU/rev; CSE-HS119-R1K24P2-A.
AS-1126HS-TN datasheet,https://www.supermicro.com/en/products/system/datasheet/as-1126hs-tn,SuperMicro,oem-manual,2P,1U Hyper AS-1126HS-TN Dual EPYC 9005/9004 up to 384C/768T; Super H14DSH; 24 DIMM 1DPC up to 6 TB DDR5-6400 (9005) or DDR5-4800 (9004); 8–12x 2.5-inch NVMe/SATA.
AS-2024S-TR datasheet,https://www.supermicro.com/en/products/system/datasheet/as-2024s-tr,SuperMicro,oem-manual,2P,Mainstream A+ Server AS-2024S-TR Dual Socket SP3 AMD EPYC 7002/7003; 16 DIMM slots up to 4 TB 3200 MT/s ECC DDR4; Super H12DSi-N6; 3 PCIe 4.0 x16 plus 3 PCIe 4.0 x8 LP.
AS-2024US-TNR datasheet,https://www.supermicro.com/en/products/system/datasheet/as-2024us-tnr,SuperMicro,oem-manual,2P,2U Ultra AS-2024US-TNR Dual Socket SP3 EPYC 7002/7003; Super H12DSU-iN; 32 DIMM up to 8 TB DDR4-3200; 12x 3.5-inch SATA default; CSE-829U2TS-R1K62P3-T.
AS-2025HS-TNR datasheet,https://www.supermicro.com/en/products/system/datasheet/as-2025hs-tnr,SuperMicro,oem-manual,2P,2U Hyper AS-2025HS-TNR Dual EPYC 9004/9005 (9005 needs board rev 2.x); Super H13DSH; 24 DIMM 1DPC up to 6 TB DDR5-4800/6000/6400; 12x 3.5-inch NVMe/SAS/SATA; CSE-HS829-R1K63P-A.
AS-2124BT-HTR datasheet,https://www.supermicro.com/en/products/system/datasheet/as-2124bt-htr,SuperMicro,oem-manual,2P,2U 4-node BigTwin AS-2124BT-HTR; each node Dual Socket SP3 EPYC 7002/7003 on Super H12DST-B; 16 DIMM up to 4 TB DDR4-3200; 6x 2.5-inch SATA per node; CSE-217BHQ+-R2K22BP2.
AS-2126HS-TN datasheet,https://www.supermicro.com/en/products/system/datasheet/as-2126hs-tn,SuperMicro,oem-manual,2P,2U Hyper AS-2126HS-TN Dual EPYC 9005/9004; Super H14DSH; 24 DIMM 1DPC up to 6 TB DDR5-6400/4800; up to 24x 2.5-inch NVMe/SATA; CSE-HS201-R000NFP.
AS-4124GS-TNR+ datasheet,https://www.supermicro.com/en/products/system/datasheet/as-4124gs-tnr+,SuperMicro,oem-manual,2P,4U GPU AS-4124GS-TNR+ Dual Socket SP3 EPYC 7002/7003; Super H12DSG-O-CPU; 32 DIMM up to 8 TB DDR4-3200; up to 8 DW GPUs on PCIe 4.0 x16; CSE-418GTS-R4016BP.
AS-4125GS-TNRT datasheet,https://www.supermicro.com/en/products/system/datasheet/as-4125gs-tnrt,SuperMicro,oem-manual,2P,GPU A+ Server AS-4125GS-TNRT Dual-Socket AMD EPYC 9004/9005 up to 400 W TDP; 24 DIMM slots up to 6 TB 6000 MT/s ECC DDR5 RDIMM; PCIe 5.0 x16 CPU-to-GPU interconnect.
AS-A126GS-TNMR datasheet,https://www.supermicro.com/en/products/system/datasheet/as-a126gs-tnmr,SuperMicro,oem-manual,2P,10U GPU AS-A126GS-TNMR Dual EPYC 9005/9004; Super H14DSG-OD; 24 DIMM 1DPC up to 6 TB DDR5-6400/4800; 8x Instinct MI355X OAMs; CSE-GP1001TS-R000NPF2.
AS-A126GS-TNMR User's Manual (MNL-2916),https://www.supermicro.com/manuals/superserver/10U/MNL-2916.pdf,SuperMicro,oem-manual,2P,AS-A126GS-TNMR based on H14DSG-OD and CSE-GP1001TS-R000NPF2; Dual AMD EPYC 9005/9004 in Socket SP5; 24 DIMM ECC DDR5-6400 up to 6 TB; eight Instinct MI355X accelerators.
"BMC/IPMI User Guide for X13, H13, and B13 Series (AST2600)",https://www.supermicro.com/manuals/other/BMC_IPMI_X13_H13_B13.pdf,SuperMicro,oem-manual,1P/2P,"ASPEED AST2600 BMC/IPMI guide for X13/H13/B13: PCIe Gen2 x1 graphics core, USB 1.1/2.0 KVM, LPC Super I/O, KVMR, NCSI/external PHY; firmware from SuperMicro bios_ipmi BMC page."
BMC/IPMI User Guide for X14 and H14 Series (AST2600),https://www.supermicro.com/manuals/other/BMC_IPMI_X14_H14.pdf,SuperMicro,oem-manual,1P/2P,"ASPEED AST2600 BMC/IPMI guide for SuperMicro X14 and H14 motherboards: PCIe graphics core, USB KVM redirection, LPC Super I/O, NCSI/external PHY, UEFI BMC network settings."
H12DGO-6 motherboard specifications,https://www.supermicro.com/en/products/motherboard/H12DGO-6,SuperMicro,oem-manual,2P,"Dual AMD EPYC 7003/7002 Series Processors, Socket SP3; 32 DIMM slots up to 8 TB Registered ECC DDR4 3200 MHz; 4 PCI-E 4.0 x8 SlimSAS plus M.2 PCI-E 4.0 x4."
H12DGO-6 User's Manual (MNL-2337),https://www.supermicro.com/manuals/motherboard/EPYC7000/MNL-2337.pdf,SuperMicro,oem-manual,2P,H12DGO-6 Dual AMD EPYC 7002/7003 series processor in SP3 sockets; up to 8 TB ECC DDR4 3200 MHz RDIMM/LRDIMM/3DS/NVDIMM in thirty-two slots.
H12DGQ-NT6 motherboard specifications,https://www.supermicro.com/en/products/motherboard/h12dgq-nt6,SuperMicro,oem-manual,2P,AMD EPYC 7003/7002 Dual Socket SP3; 32 DIMM slots 8 TB ECC Registered DDR4-3200; 16 PCIe 4.0 x8 SlimSAS to GPU plus 16 PCIe 4.0 x8 SlimSAS to riser.
H12DGQ-NT6 User's Manual (MNL-2482),https://www.supermicro.com/manuals/motherboard/EPYC7000/MNL-2482.pdf,SuperMicro,oem-manual,2P,H12DGQ-NT6 Dual AMD EPYC 7003/7002 CPUs (Socket SP3) up to 280W; up to 8 TB ECC DDR4 3200 MHz in thirty-two slots; PCIe 4.0 x16 SlimSAS for GPU.
H12DSG-O-CPU motherboard specifications,https://www.supermicro.com/en/products/motherboard/h12dsg-o-cpu,SuperMicro,oem-manual,2P,H12DSG-O-CPU dual EPYC 7003/7002 SP3; 32 DIMM up to 8TB DDR4-3200; 20 PCIe 4.0 x8 SlimSAS to PCIe board; 2 SATA3 + 4 NVMe + AIOM.
H12DSG-O-CPU User's Manual (MNL-2299),https://www.supermicro.com/manuals/motherboard/EPYC7000/MNL-2299.pdf,SuperMicro,oem-manual,2P,H12DSG-O-CPU Dual AMD EPYC 7002/7003 processor in SP3 sockets; up to 8 TB ECC DDR4 3200 MHz RDIMM/LRDIMM/3DS/NVDIMM in thirty-two slots.
H12DSG-Q-CPU6 motherboard specifications,https://www.supermicro.com/en/products/motherboard/h12dsg-q-cpu6,SuperMicro,oem-manual,2P,"Dual AMD EPYC 7003/7002 Series Processors, Socket SP3; 32 DIMM slots up to 8 TB Registered ECC DDR4 3200 MHz; 19 PCI-E 4.0 x8 SlimSAS."
H12DSG-Q-CPU6 User's Manual (MNL-2326),https://www.supermicro.com/manuals/motherboard/EPYC7000/MNL-2326.pdf,SuperMicro,oem-manual,2P,H12DSG-Q-CPU6 AMD EPYC 7002/7003 processor in SP3 sockets; up to 8 TB ECC DDR4 3200 MHz RDIMM/LRDIMM/3DS/NVDIMM in thirty-two slots.
H12DSi-N6 motherboard specifications,https://www.supermicro.com/en/products/motherboard/h12dsi-n6,SuperMicro,oem-manual,2P,"Dual AMD EPYC 7003/7002 Series Processors, Socket SP3; 16 DIMM slots up to 4 TB Registered ECC DDR4 3200 MHz; 3 PCI-E 4.0 x16 and 3 PCI-E 4.0 x8 slots."
H12DSi-N6/H12DSi-NT6 User's Manual (MNL-2363),https://www.supermicro.com/manuals/motherboard/EPYC7000/MNL-2363.pdf,SuperMicro,oem-manual,2P,H12DSi-N6/H12DSi-NT6 Dual AMD EPYC 7002/7003 Series processors in a Socket SP3; up to 4 TB registered ECC DDR4-3200 SDRAM in 16 DIMM slots.
H12DST-B motherboard specifications,https://www.supermicro.com/en/products/motherboard/h12dst-b,SuperMicro,oem-manual,2P,"Dual AMD EPYC 7003/7002 Series Processors, Socket SP3; 16 DIMM slots up to 4 TB Registered ECC DDR4 3200 MHz; PCI-E 4.0 x16 riser slots and SIOM LAN slot."
H12DST-B User's Manual (MNL-2210),https://www.supermicro.com/manuals/motherboard/EPYC7000/MNL-2210.pdf,SuperMicro,oem-manual,2P,"H12DST-B Dual AMD EPYC 7002/7003 series processors, SoC, in SP3 sockets; up to 4 TB ECC DDR4 3200 MHz RDIMM/LRDIMM/3DS/NVDIMM in sixteen slots."
H12DSU-iN motherboard specifications,https://www.supermicro.com/en/products/motherboard/h12dsu-in,SuperMicro,oem-manual,2P,H12DSU-iN dual EPYC 7003/7002 SP3; 32 DIMM up to 8TB DDR4-3200 8-channel; Ultra/WIO 17x17in; AST2500 BMC.
H12DSU-iN User's Manual (MNL-2280),https://www.supermicro.com/manuals/motherboard/EPYC7000/MNL-2280.pdf,SuperMicro,oem-manual,2P,H12DSU-iN Dual AMD EPYC 7002/7003 processor in SP3 sockets; up to 8 TB ECC DDR4 3200 MHz RDIMM/LRDIMM/3DS/NVDIMM in thirty-two slots; PCIe 4.0.
H12SSL-i motherboard specifications,https://www.supermicro.com/en/products/motherboard/h12ssl-i,SuperMicro,oem-manual,1P,H12SSL-i single EPYC 7003/7002 SP3; 8 DIMM up to 2TB DDR4-3200; 5x PCIe 4.0 x16 + 2x PCIe 4.0 x8; dual M.2 PCIe 4.0 x4.
H12SSL-NT motherboard specifications,https://www.supermicro.com/en/products/motherboard/h12ssl-nt,SuperMicro,oem-manual,1P,H12SSL-NT single EPYC 7003/7002 SP3; 8 DIMM 2TB DDR4-3200; 5x PCIe 4.0 x16 + 2x x8; dual 10GBase-T BCM57416; SlimSAS NVMe/SATA hybrid.
H13DSG-O-CPU motherboard specifications,https://www.supermicro.com/en/products/motherboard/h13dsg-o-cpu,SuperMicro,oem-manual,2P,Dual Socket SP5 AMD EPYC 9004/9005 Series Processors; 24 DIMM slots 1DPC up to 6 TB ECC DDR5 RDIMM; 20 MCIO PCIe 5.0 x8 ports; 1 PCIe 5.0 x16 AIOM slot.
H13DSG-O-CPU User's Manual (MNL-2560),https://www.supermicro.com/manuals/motherboard/H13/MNL-2560.pdf,SuperMicro,oem-manual,2P,H13DSG-O-CPU dual AMD EPYC 9004/9005 SP5 TDP 400W; 24 DIMM 1DPC up to 6TB DDR5 4800/6000 MT/s; 128-lane PCIe 5.0 x8 MCIO to GPU baseboard plus 32-lane MCIO for NVMe/OCP.
H13DSG-O-CPU-D motherboard specifications,https://www.supermicro.com/en/products/motherboard/H13DSG-O-CPU-D,SuperMicro,oem-manual,2P,Dual Socket SP5 AMD EPYC 9004; 24 DIMM 1DPC up to 6 TB 4800 MT/s ECC DDR5 RDIMM; 20 MCIO PCIe 5.0 x8; AST2600 BMC; up to 400 W TDP; used in AS-8125GS-TNHR.
H13DSG-O-CPU-D User's Manual (MNL-2615),https://www.supermicro.com/manuals/motherboard/H13/MNL-2615.pdf,SuperMicro,oem-manual,2P,H13DSG-O-CPU-D dual AMD EPYC 9004 SP5; 24 DIMM up to 6TB ECC DDR5 4800 MT/s RDIMM/3DS; PCIe 5.0 32 GT/s; two SATA 3.0 via ASMedia ASM1061.
H13DSG-OM motherboard specifications,https://www.supermicro.com/en/products/motherboard/h13dsg-om,SuperMicro,oem-manual,2P,Dual Socket SP5 AMD EPYC 9004/9005 Series Processors; 24 DIMM slots 1DPC up to 6 TB ECC DDR5 RDIMM 4800/6000 MT/s; 6 MCIO PCIe 5.0 x8 plus 2 hybrid MCIO.
H13DSG-OM User's Manual (MNL-2665),https://www.supermicro.com/manuals/motherboard/H13/MNL-2665.pdf,SuperMicro,oem-manual,2P,H13DSG-OM dual AMD EPYC 9004/9005 SP5; 24 DIMM up to 6TB ECC DDR5 6000 MT/s (rev 2.00+); PCIe 5.0 x8 ExaMAX to GPU baseboard plus MCIO for NIC carrier.
H13DSH motherboard specifications,https://www.supermicro.com/en/products/motherboard/h13dsh,SuperMicro,oem-manual,2P,Dual Socket SP5 AMD EPYC 9004/9005 Series Processors; 24 DIMM slots 1DPC up to 6 TB ECC DDR5 RDIMM 4800-6400 MT/s; 6 MCIO PCIe 5.0 x8 plus 4 hybrid MCIO.
H13DSH User's Manual (MNL-2577),https://www.supermicro.com/manuals/motherboard/H13/MNL-2577.pdf,SuperMicro,oem-manual,2P,H13DSH dual AMD EPYC 9004/9005 SP5; 24 DIMM 1DPC up to 6TB DDR5 4800/6000/6400 MT/s; 10x PCIe 5.0 x8 MCIO (4 hybrid SATA/NVMe) plus 2x PCIe 5.0 x16 riser slots.
H13SSF User's Manual (MNL-2617),https://www.supermicro.com/manuals/motherboard/H13/MNL-2617.pdf,SuperMicro,oem-manual,1P,H13SSF single AMD EPYC 9004/9005 SP5; 24 DIMM RDIMM/3DS; up to 4.5TB DDR5 5200 1DPC (12 slots) or 9TB 2DPC (24 slots).
H13SSH User's Manual (MNL-2587),https://www.supermicro.com/manuals/motherboard/H13/MNL-2587.pdf,SuperMicro,oem-manual,1P,"H13SSH single AMD EPYC 9004/9005 SP5; PCIe 5.0 32 GT/s, DDR5 up to 5200 MT/s 1DPC, CXL 2.0 Type-1/2."
H13SSL-N/NT User's Manual (MNL-2545),https://www.supermicro.com/manuals/motherboard/H13/MNL-2545.pdf,SuperMicro,oem-manual,1P,"H13SSL-N/NT single AMD EPYC 9004/9005 SP5; 12 DIMM 1DPC; hybrid MCIO (JMCIO1-3) for NVMe/SATA; H13SSL-N BCM5720 1GbE, H13SSL-NT BCM57416 10GbE."
H13SST-G/GC User's Manual (MNL-2487),https://www.supermicro.com/manuals/motherboard/H13/MNL-2487.pdf,SuperMicro,oem-manual,1P,H13SST-G/GC single AMD EPYC 9004/9005 SP5; up to 3TB ECC DDR5; PCIe 5.0 32 GT/s and SATA 6 Gb/s.
H13SSW User's Manual (MNL-2564),https://www.supermicro.com/manuals/motherboard/H13/MNL-2564.pdf,SuperMicro,oem-manual,1P,H13SSW single AMD EPYC 9004/9005 SP5; 12 DIMM 1DPC up to 4.5TB ECC DDR5 6400 MT/s (rev 2.01+); six PCIe 5.0 x8 MCIO plus two hybrid PCIe 5.0/SATA3 x8 MCIO.
H13SVW-N/H13SVW-NT User's Manual (MNL-2647),https://www.supermicro.com/manuals/motherboard/H13/MNL-2647.pdf,SuperMicro,oem-manual,1P,H13SVW-N/NT AMD EPYC 8004/8005 Series processor; up to 1.5 TB ECC DDR5 4800/6400 MHz RDIMM in six slots; PCIe 5.0 NVMe via MCIO.
H14DSG-O-CPU motherboard specifications,https://www.supermicro.com/en/products/motherboard/h14dsg-o-cpu,SuperMicro,oem-manual,2P,Dual Socket SP5 AMD EPYC 9005/9004 up to 500 W; 24 DIMM 1DPC up to 6 TB DDR5-6400 (9005) or DDR5-4800 (9004); 20 MCIO PCIe 5.0 x8; optimized for AS-5126GS-TNRT/TNRT2.
H14DSG-O-CPU User's Manual (MNL-2745),https://www.supermicro.com/manuals/motherboard/H14/MNL-2745.pdf,SuperMicro,oem-manual,2P,H14DSG-O-CPU dual AMD EPYC 9005/9004 SP5; 24 DIMM ECC DDR5 RDIMM; GPU-oriented MCIO I/O in user's manual.
H14DSG-OD motherboard specifications,https://www.supermicro.com/en/products/motherboard/h14dsg-od,SuperMicro,oem-manual,2P,Dual Socket SP5 AMD EPYC 9005/9004 up to 500 W; 24 DIMM 1DPC up to 6 TB DDR5-6400/4800; 6 MCIO PCIe 5.0 x8 plus 2 hybrid MCIO x8/SATA3; AST2600 BMC.
H14DSG-OD User's Manual (MNL-2744),https://www.supermicro.com/manuals/motherboard/H14/MNL-2744.pdf,SuperMicro,oem-manual,2P,H14DSG-OD AMD EPYC Socket SP5 (Zen 5 / Zen 5c); PCIe 5.0 32 GT/s; DDR5 up to 6400 MT/s in the board feature tables.
H14DSG-OM motherboard specifications,https://www.supermicro.com/en/products/motherboard/h14dsg-om,SuperMicro,oem-manual,2P,Dual Socket SP5 AMD EPYC 9005/9004 up to 500 W; 24 DIMM 1DPC up to 6 TB DDR5-6400/4800; 12 MCIO PCIe 5.0 x8 plus 1 PCIe 3.0 x4 MCIO and 2 SlimSAS x4; AST2600 BMC.
H14DSG-OM User's Manual (MNL-2859),https://www.supermicro.com/manuals/motherboard/H14/MNL-2859.pdf,SuperMicro,oem-manual,2P,H14DSG-OM dual AMD EPYC 9005/9004 SP5; 24 DIMM up to 6TB DDR5; 12 PCIe 5.0 x8 MCIO plus additional MCIO/SlimSAS on GPU board.
H14DSH motherboard specifications,https://www.supermicro.com/en/products/motherboard/h14dsh,SuperMicro,oem-manual,2P,Dual Socket SP5 AMD EPYC 9005/9004 Series Processors; 24 DIMM slots 1DPC up to 6 TB ECC DDR5 RDIMM 6400/4800 MT/s; 10 MCIO PCIe 5.0 x8 plus 4 hybrid MCIO.
H14DSH User's Manual (MNL-2743),https://www.supermicro.com/manuals/motherboard/H14/MNL-2743.pdf,SuperMicro,oem-manual,2P,H14DSH dual AMD EPYC 9005/9004 SP5; 24 DIMM 1DPC up to 6TB DDR5 6400/4800 MT/s; two PCIe 5.0 x16 plus 14x PCIe 5.0 x8 MCIO and AIOM.
H14DST-F motherboard specifications,https://www.supermicro.com/en/products/motherboard/h14dst-f,SuperMicro,oem-manual,2P,"Dual Socket SP5 AMD EPYC 9005 Series Processors; 24 DIMM slots 1DPC up to 6 TB ECC DDR5 RDIMM 6400 MT/s; PCIe 5.0 x16 left riser, AIOM, and x8 slot; 3 MCIO PCIe 5.0 x8."
H14DST-FL motherboard specifications,https://www.supermicro.com/en/products/motherboard/h14dst-fl,SuperMicro,oem-manual,2P,"Dual Socket SP5 AMD EPYC 9005 Series Processors; 24 DIMM slots 1DPC up to 6 TB ECC DDR5 RDIMM 6400 MT/s; PCIe 5.0 x16 left riser, AIOM, and x8 slot; FlexTwin board."
H14SSF User's Manual (MNL-2891),https://www.supermicro.com/manuals/motherboard/H14/MNL-2891.pdf,SuperMicro,oem-manual,1P,H14SSF single-socket H14 EPYC SP5 motherboard user's manual covering DIMM install/removal and platform overview.
H14SSL-N/NT User's Manual (MNL-2821),https://www.supermicro.com/manuals/motherboard/H14/MNL-2821.pdf,SuperMicro,oem-manual,1P,H14SSL-N/NT single AMD EPYC 9004/9005 SP5; 12 DIMM 1DPC up to 3TB DDR5 6400 (9005) / 4800 (9004) MT/s.
H14SST-G User's Manual (MNL-2756),https://www.supermicro.com/manuals/motherboard/H14/MNL-2756.pdf,SuperMicro,oem-manual,1P,H14SST-G AMD EPYC 9005/9004 Socket SP5; RDIMM/3DS RDIMM population; hybrid MCIO SATA select jumper JSATA1.
H14SST-GE User's Manual (MNL-2855),https://www.supermicro.com/manuals/motherboard/H14/MNL-2855.pdf,SuperMicro,oem-manual,1P,H14SST-GE single-socket H14 EPYC SP5 motherboard user's manual with DIMM population and PCIe/MCIO layout.
SuperServer AS-4125GS-TNHR2-LCC User's Manual (MNL-2704),https://www.supermicro.com/manuals/superserver/4U/MNL-2704.pdf,SuperMicro,oem-manual,2P,AS-4125GS-TNHR2-LCC on H13DSG-OM; dual EPYC 9005/9004 SP5; 24 DIMM 6TB DDR5 4800/6000; eight NVIDIA HGX H100 GPU bays; liquid cooling.
SuperServer AS-8126GS-NB3RT User's Manual (MNL-2865),https://www.supermicro.com/manuals/superserver/8U/MNL-2865.pdf,SuperMicro,oem-manual,2P,AS-8126GS-NB3RT based on H14DSG-OM; Dual AMD EPYC 9005/9004 Series Processors in SP5 sockets; up to 6 TB registered ECC DDR5 in 24 DIMM slots; PCIe 5.0.
Tyan S8030 User's Guide v2.0b,https://download2.mitaccomputing.com/pub/doc/S8030_UG_v2.0b.pdf,Tyan,oem-manual,1P,S8030 single AMD Socket SP3 EPYC 7002/7003; 8 DIMM DDR4-3200 up to 512GB RDIMM / 2TB LRDIMM 3DS; 5x PCIe Gen4 x16; cTDP 280W.
Tyan S8040 Quick Installation Guide,https://download2.mitaccomputing.com/pub/doc/S8040_QIG_v1.0.pdf,Tyan,oem-manual,1P,S8040 CPU socket + DIMM channels P0_CHA-D; PCIe x16 slots J1_PESLOT1/3/5/7; MCIO x4 NVMe CN10/CN11 and MCIO x8 NVMe CN3/CN4; X710 10GbE on GM4NE-2T SKU.
Tyan S8050 Datasheet (S8050GM2NE / S8050GM4NE-2T),https://download2.mitaccomputing.com/pub/datasheets/DataSheet_S8050_031326.pdf,Tyan,oem-manual,1P,S8050 single SP5 EPYC 9004/9005; 8 DIMM DDR5 6400 up to 2048GB; 5x PCIe Gen5 x16; 2x MCIO x4 + 2x MCIO x8; cTDP 400W CEB 12x10.5in.
Tyan S8050 Quick Installation Guide,https://download2.mitaccomputing.com/pub/doc/S8050_QIG_v1.0-0104.pdf,Tyan,oem-manual,1P,S8050 SP5 CPU socket; DIMM install; 5x PCIe x16 slots; MCIO x4 SATA/NVMe (CN10/CN11) and MCIO x8 NVMe (CN5/CN6); Mini-SAS and SATA connectors.
Tyan S8056 datasheet (S8056GME-TU / S8056GM2NE-2T-TU),https://download2.mitaccomputing.com/pub/datasheets/S8056_DataSheet-011325.pdf,Tyan,oem-manual,1P,"Opened 3-page PDF Dec 2024 Rev 1.0: 1× SP5 EPYC 9004/9005, 24 DIMM 12ch DDR5-5200 up to 6144GB, cTDP 400W, PCIe5 x24 + x28 (x16 link) + OCP 3.0 x16. Unique vs cataloged S8050 (8 DIMM)."
4TH Gen AMD EPYC Processors Accelerate Genomics Data Processing with Sentieon (70604),https://docs.amd.com/v/u/en-US/amd-epyc-9004-wp-hls-sentieon,AMD,tuning,1P/2P,White paper on Sentieon genomics on 4th Gen EPYC; Document ID 70604 (2024-03-04).
4th Gen AMD EPYC Processors Offer Leadership MaxLinear Compression Performance (70615),https://docs.amd.com/v/u/en-US/epyc-9004-wp-maxlinear-vs-qat,AMD,tuning,1P/2P,White paper comparing MaxLinear compression vs QAT on 4th Gen EPYC; Document ID 70615 (2024-08-05).
