connector,pad,v10_signal,class,oam0_net,oam1_net,oam2_net,oam3_net,oam4_net,oam5_net,oam6_net,oam7_net,wired_on_all_8,notes
Conn1,H37,S5_RX3N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,J37,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,K37,S5_RX10N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,L37,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,A38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,B38,S5_TX3P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,C38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,D38,S5_TX10P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,E38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,F38,RFU,unmapped_nc,,,,,,,,,no,Named in v1.0 but AMD overlay unknown or reserved; no copper
Conn1,G38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,H38,S5_RX3P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,J38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,K38,S5_RX10P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,L38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,A39,S5_TX4N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,B39,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,C39,S5_TX11N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,D39,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,E39,RFU,unmapped_nc,,,,,,,,,no,Named in v1.0 but AMD overlay unknown or reserved; no copper
Conn1,F39,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,G39,S5_RX5N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,H39,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,J39,S5_RX4N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,K39,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,L39,S5_RX11N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,A40,S5_TX4P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,B40,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,C40,S5_TX11P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,D40,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,E40,RFU,unmapped_nc,,,,,,,,,no,Named in v1.0 but AMD overlay unknown or reserved; no copper
Conn1,F40,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,G40,S5_RX5P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,H40,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,J40,S5_RX4P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,K40,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,L40,S5_RX11P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,A41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,B41,S5_TX5N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,C41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,D41,S5_TX12N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,E41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,F41,RFU,unmapped_nc,,,,,,,,,no,Named in v1.0 but AMD overlay unknown or reserved; no copper
Conn1,G41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,H41,S5_RX6N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,J41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,K41,S5_RX12N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,L41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,A42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,B42,S5_TX5P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,C42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,D42,S5_TX12P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,E42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,F42,RFU,unmapped_nc,,,,,,,,,no,Named in v1.0 but AMD overlay unknown or reserved; no copper
Conn1,G42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,H42,S5_RX6P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,J42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,K42,S5_RX12P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,L42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,A43,S5_TX6N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,B43,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,C43,S5_TX14N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,D43,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,E43,S5_TX13N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,F43,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,G43,S5_RX7N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,H43,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,J43,S5_RX14N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,K43,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,L43,S5_RX13N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,A44,S5_TX6P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,B44,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,C44,S5_TX14P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,D44,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,E44,S5_TX13P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,F44,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,G44,S5_RX7P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,H44,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,J44,S5_RX14P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,K44,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,L44,S5_RX13P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,A45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,B45,S5_TX7N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,C45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,D45,S5_TX15N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,E45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,F45,RFU,unmapped_nc,,,,,,,,,no,Named in v1.0 but AMD overlay unknown or reserved; no copper
Conn1,G45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,H45,AUX_156M_REFCLKP,clock_reset,OAM0_AUX_156M_REFCLKP,OAM1_AUX_156M_REFCLKP,OAM2_AUX_156M_REFCLKP,OAM3_AUX_156M_REFCLKP,OAM4_AUX_156M_REFCLKP,OAM5_AUX_156M_REFCLKP,OAM6_AUX_156M_REFCLKP,OAM7_AUX_156M_REFCLKP,yes,
Conn1,J45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,K45,S5_RX15N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,L45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,A46,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,B46,S5_TX7P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,C46,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,D46,S5_TX15P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,E46,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,F46,LINK_CONFIG[4],ocp_sideband,OAM0_LINK_CONFIG[4],OAM1_LINK_CONFIG[4],OAM2_LINK_CONFIG[4],OAM3_LINK_CONFIG[4],OAM4_LINK_CONFIG[4],OAM5_LINK_CONFIG[4],OAM6_LINK_CONFIG[4],OAM7_LINK_CONFIG[4],yes,
Conn1,G46,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,H46,AUX_156M_REFCLKN,clock_reset,OAM0_AUX_156M_REFCLKN,OAM1_AUX_156M_REFCLKN,OAM2_AUX_156M_REFCLKN,OAM3_AUX_156M_REFCLKN,OAM4_AUX_156M_REFCLKN,OAM5_AUX_156M_REFCLKN,OAM6_AUX_156M_REFCLKN,OAM7_AUX_156M_REFCLKN,yes,
Conn1,J46,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,K46,S5_RX15P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,L46,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,A47,S4_TX1N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,B47,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,C47,S4_TX0N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,D47,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,E47,S4_TX8N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,F47,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,G47,S4_RX0N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,H47,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,J47,S4_RX9N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,K47,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,L47,S4_RX8N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,A48,S4_TX1P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,B48,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,C48,S4_TX0P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,D48,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,E48,S4_TX8P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn1,F48,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn1,G48,S4_RX0P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
